city,time,pm2_5,pm10,ozone
Hyderabad,2025-12-15 03:00:00,58.0,59.1,101
Hyderabad,2025-12-15 04:00:00,41.6,43.0,121
Hyderabad,2025-12-15 04:00:00,41.6,43.0,121
Hyderabad,2025-12-15 04:00:00,41.6,43.0,121
Hyderabad,2025-12-15 05:00:00,36.9,38.3,148
Hyderabad,2025-12-15 05:00:00,36.9,38.3,148
Hyderabad,2025-12-15 05:00:00,36.9,38.3,148
Hyderabad,2025-12-15 06:00:00,33.9,35.4,168
Hyderabad,2025-12-15 06:00:00,33.9,35.4,168
Hyderabad,2025-12-15 06:00:00,33.9,35.4,168
Hyderabad,2025-12-15 07:00:00,32.6,34.2,174
Hyderabad,2025-12-15 07:00:00,32.6,34.2,174
Hyderabad,2025-12-15 07:00:00,32.6,34.2,174
Hyderabad,2025-12-15 08:00:00,32.4,34.0,172
Hyderabad,2025-12-15 08:00:00,32.4,34.0,172
Hyderabad,2025-12-15 08:00:00,32.4,34.0,172
Hyderabad,2025-12-15 09:00:00,32.2,34.0,167
Hyderabad,2025-12-15 09:00:00,32.2,34.0,167
Hyderabad,2025-12-15 09:00:00,32.2,34.0,167
Hyderabad,2025-12-15 10:00:00,32.5,34.2,156
Hyderabad,2025-12-15 10:00:00,32.5,34.2,156
Hyderabad,2025-12-15 10:00:00,32.5,34.2,156
Hyderabad,2025-12-15 11:00:00,33.3,35.0,142
Hyderabad,2025-12-15 11:00:00,33.3,35.0,142
Hyderabad,2025-12-15 11:00:00,33.3,35.0,142
Hyderabad,2025-12-15 12:00:00,37.1,38.5,131
Hyderabad,2025-12-15 12:00:00,37.1,38.5,131
Hyderabad,2025-12-15 12:00:00,37.1,38.5,131
Kolkata,2025-12-11 00:00:00,29.5,30.4,92
Kolkata,2025-12-11 00:00:00,29.5,30.4,92
Kolkata,2025-12-11 00:00:00,187.2,190.5,44
Kolkata,2025-12-11 01:00:00,29.0,29.7,86
Kolkata,2025-12-11 01:00:00,29.0,29.7,86
Kolkata,2025-12-11 01:00:00,183.9,186.3,57
Kolkata,2025-12-11 02:00:00,30.2,30.7,79
Kolkata,2025-12-11 02:00:00,30.2,30.7,79
Kolkata,2025-12-11 02:00:00,176.0,178.3,76
Kolkata,2025-12-11 03:00:00,27.1,27.4,82
Kolkata,2025-12-11 03:00:00,27.1,27.4,82
Kolkata,2025-12-11 03:00:00,167.2,169.0,102
Kolkata,2025-12-11 04:00:00,21.7,22.0,105
Kolkata,2025-12-11 04:00:00,21.7,22.0,105
Kolkata,2025-12-11 04:00:00,154.6,156.9,142
Kolkata,2025-12-11 05:00:00,18.5,18.9,139
Kolkata,2025-12-11 05:00:00,18.5,18.9,139
Kolkata,2025-12-11 05:00:00,127.6,131.3,189
Kolkata,2025-12-11 06:00:00,16.8,17.2,163
